Timestamp [ms][dev],Gyr.X,Gyr.Y,Gyr.Z,Axl.X,Axl.Y,Axl.Z,Mag.X,Mag.Y,Mag.Z,Temp,Hum
1740486669774,-4.585,-33.52125,-1.25125,-384.3,-854.366,-219.966,227.4189,115.7556,-247.0038,22.69518,20.4806
1740486669775,-4.55875,-32.445,-1.3125,-390.4,-857.66,-222.772,220.1111,116.9249,-239.696,22.69518,20.4806
1740486669776,-4.5325,-31.395,-1.23375,-386.862,-860.71,-223.504,227.1266,127.7404,-236.6267,22.69518,20.4806
1740486669777,-4.50625,-30.2925,-1.14625,-389.912,-863.272,-228.628,221.8649,117.5095,-241.7422,22.69518,20.4806
1740486669779,-4.5675,-29.26,-1.11125,-393.084,-863.394,-227.774,219.2341,119.848,-246.7115,22.69518,20.4806
1740486669780,-4.4975,-28.20125,-1.015,-401.502,-871.69,-231.434,218.6495,120.1403,-242.7653,22.69518,20.4806
1740486669781,-4.3575,-27.265,-0.945,-404.308,-873.886,-232.776,213.9725,119.5557,-245.6884,22.69518,20.4806
1740486669782,-4.27875,-26.24125,-0.97125,-405.528,-873.032,-233.508,225.9573,118.6787,-245.9807,22.69518,20.4806
1740486669784,-3.99,-25.305,-0.7875,-409.676,-876.204,-235.338,212.511,118.9711,-249.7807,22.69518,20.4806
1740486669785,-3.7975,-24.35125,-0.67375,-408.212,-879.01,-241.072,221.5726,114.2941,-249.7807,22.69518,20.4806
1740486669786,-3.5,-23.3625,-0.7875,-416.508,-881.938,-240.828,222.1573,116.9249,-252.2654,22.69518,20.4806
1740486669788,-3.47375,-22.39125,-0.88375,-418.826,-883.768,-244.732,226.2496,118.9711,-244.9576,22.69518,20.4806
1740486669789,-3.0975,-21.4025,-0.84875,-424.926,-885.11,-245.586,220.1111,118.3864,-248.0269,22.69518,20.4806
1740486669790,-2.84375,-20.44,-0.8225,-427.488,-883.158,-247.416,224.4958,123.3557,-261.0348,22.66314,20.47297
1740486669791,-2.625,-19.59125,-0.8225,-436.15,-882.426,-245.83,223.3265,116.0479,-246.7115,22.66314,20.47297
1740486669792,-2.45,-18.78625,-0.83125,-436.882,-881.328,-248.758,227.7112,118.3864,-248.4653,22.66314,20.47297
1740486669794,-2.24875,-17.78,-0.7875,-440.176,-881.206,-248.392,220.4034,120.1403,-243.7884,22.66314,20.47297
1740486669795,-2.03,-17.0625,-0.8575,-439.444,-884.134,-251.808,223.3265,118.0941,-257.9655,22.66314,20.47297
1740486669796,-1.58375,-16.1875,-0.875,-451.644,-879.498,-252.174,218.3572,125.9865,-246.4192,22.66314,20.47297
1740486669797,-1.5925,-15.39125,-0.97125,-447.374,-874.374,-253.882,217.4803,114.0017,-242.7653,22.66314,20.47297
1740486669799,-1.28625,-14.7525,-0.875,-450.424,-876.082,-256.322,219.5264,118.9711,-257.2347,22.66314,20.47297
1740486669800,-1.2075,-13.95625,-1.11125,-454.694,-874.008,-256.444,218.6495,125.1096,-229.3189,22.66314,20.47297
1740486669801,-1.07625,-13.04625,-1.0675,-451.644,-873.886,-258.152,215.1418,116.3402,-236.7729,22.66314,20.47297
1740486669802,-0.98875,-12.43375,-1.04125,-450.302,-874.008,-257.786,219.8188,122.7711,-246.273,22.66314,20.47297
1740486669804,-0.83125,-11.69875,-1.155,-454.816,-866.932,-259.738,217.1879,115.4633,-239.1114,22.66314,20.47297
1740486669805,-0.86625,-10.9375,-1.18125,-453.84,-869.616,-260.836,225.3727,117.5095,-234.5805,22.66314,20.47297
1740486669806,-0.735,-10.15875,-1.1375,-453.718,-867.176,-265.716,221.5726,124.525,-244.373,22.66314,20.47297
1740486669808,-0.56,-9.37125,-1.19,-452.376,-868.03,-262.056,220.988,115.7556,-246.7115,22.66314,20.47297
1740486669809,-0.3675,-8.5925,-1.2775,-458.964,-859.49,-272.548,224.7881,115.171,-247.4423,22.66314,20.47297
